F0,F1,EFAC,EQUAD,RedAmp,RedSlope,sigma_RN
0.23110348562681873,-4.2588279676532026e-13,0.9879821260536228,-2.4191460789285886,-4.360072458813402,10.166474678026866,-3.6310172699633227
0.23110500091616024,-4.549025595301321e-13,1.0401954256946482,-6.881879694940353,-4.150008843048079,9.615344055471484,-3.46047616842573
0.23111040609395594,-5.607726865535643e-13,0.18464258476917195,-0.9662239374279924,-5.55489658902129,5.25482788000175,-5.178063945085282
0.23110643594826213,-4.826375383840312e-13,0.9734533271160015,-4.408709563367062,-4.4359658807788875,9.55976672546713,-3.7504187510091396
0.23110583277384406,-4.717799892765792e-13,-0.8520461202626017,-0.7910476267242608,-4.8417122114512345,4.502219315206033,-4.518850407625933
0.23111126199812432,-5.767448669288497e-13,0.4708980113288024,-0.9202285272990096,-5.69141103627687,1.160701414297164,-5.608175163902356
0.23110866786530088,-5.270864735515045e-13,-0.012775038911772008,-0.7434931687188158,-5.193280037600552,4.674921477318142,-4.858033468023008
0.23110785876397247,-5.09654091485893e-13,0.6413458065637858,-0.920312375101414,-4.150683641122484,12.426568065687553,-3.2595533117990727
0.23110729703698202,-4.984282977995723e-13,0.7450757400570864,-0.9055504442511424,-4.93943436006208,7.268820602970264,-4.4181748728506935
0.23110920940383856,-5.381090341966769e-13,0.9158021778052716,-1.2646806222709497,-5.008451186307516,3.1749149771898666,-4.780772633851086
0.2311108396256127,-5.698213961414812e-13,-0.5356724565907081,-0.7695147352522547,-5.205700168073749,2.9344583472320247,-4.995265169485905
0.23110532332346972,-4.615868050394964e-13,-0.024570497541981817,-0.8028098440980695,-4.939503109256345,5.024638317123524,-4.579177750347881
0.2311088002078938,-5.301818758008153e-13,0.6946359304721874,-0.921506182835282,-3.620416386311888,13.116074805286162,-2.6798403560772313
0.23110546449996724,-4.64763210431345e-13,0.6699964577755149,-1.0497909203666396,-5.12054290531006,6.225899347176039,-4.674073075003262
0.23110313897129078,-4.180622437647583e-13,0.9493716027837351,-1.4241932989523356,-4.644553385867864,7.541768940666845,-4.103720309168689
0.23110763493378522,-5.075100468282581e-13,-0.3441579744246702,-0.8475284620272507,-4.376491522718133,8.357402551068384,-3.7771679727038583
0.23110772042190034,-5.091167012458009e-13,0.7374100232083469,-0.9554609989655471,-4.016806464486317,9.087078357567085,-3.3651566214595765
0.2311074681781187,-5.04322300120169e-13,0.6390332580365423,-0.9761404182823235,-4.709208610459633,2.214683892860314,-4.5503898620844225
0.23110891924035476,-5.321755636340138e-13,-0.0299723080668024,-0.7944314556064516,-5.116183355399292,3.0344486933449217,-4.898577879042386
0.23110928619775284,-5.387768861864688e-13,-0.23844358656085274,-0.8204275093125997,-4.1576436764083144,9.762123508001432,-3.457585197623504
0.23110874714114976,-5.293186438110622e-13,0.24017016200067265,-0.9214156944752663,-4.818712763491549,3.3910161496110285,-4.575537228446774
0.23110894235261967,-5.324347910665149e-13,0.004917906279819917,-0.8340949081413687,-5.114836368794673,1.9274106751354834,-4.9766184714157875
0.23111106946176294,-5.729109344069329e-13,-0.28319271825071124,-0.8608962898725885,-4.569818912248076,10.024576950456904,-3.8509394507614365
0.23110890153180544,-5.312931614783949e-13,0.6189597561680753,-1.1738091669422985,-4.349073002025353,5.477157343139517,-3.9562967341815245
0.23111143307146068,-5.80467040783992e-13,0.4270454201554823,-1.05482934082516,-5.113671489075328,2.943601674778633,-4.902580806919451
0.23110555522490134,-4.652689097616857e-13,0.48752878969041546,-0.8650346238541964,-4.044705186297346,9.779814351223319,-3.3433780670590334
0.23110387502917576,-4.3339323518984114e-13,0.665356642096973,-0.9882591787032737,-4.480943696376386,4.975555764436235,-4.124138130793726
0.23110588265956555,-4.717475360761582e-13,-0.3269054846792907,-0.8883837684726252,-4.232423504966436,10.492448191991246,-3.479992201060754
0.23111081432615485,-5.688952727170332e-13,0.20125808106964627,-0.8271105354455575,-4.12994167506729,12.493646366860299,-3.234001046689582
0.23110761021164472,-5.059337926055421e-13,0.889337792250172,-1.3255936674189677,-4.497965660116002,6.086716481499582,-4.06147686980921
0.23110505071600143,-4.561885792394392e-13,0.952401957798275,-1.1372694656177273,-4.590491753809676,7.473643331325388,-4.054544080414687
0.23111230445372344,-5.977797974889961e-13,-0.4976509955302575,-0.7662709833370744,-5.154647655925524,6.032782091482762,-4.72202659245075
